name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu,type
Rangla Punjab,Yes,No,2.9 /5,321,Bellandur,Quick Bites,"North Indian, Chinese",450,"['Punjabi Veg Thali', 'Special Punjabi Thali', 'Non Veg Thali', 'Gobhi Manchurian', 'Chilli Paneer', 'Paneer Manchurian', 'Mushroom Manchurian', 'Chicken 65', 'Chilli Chicken', 'Garlic Chicken', 'Pepper Chicken', 'Chicken Manchurian', 'Chicken Kabab', 'Tandoori Chicken', 'Boneless Chicken Tikka', 'Paneer Tikka Masala', 'Kaju Masala', 'Kaju Paneer', 'Paneer Butter Masala', 'Kadai Paneer', 'Yellow Dal Fry', 'Egg Masala', 'Chicken Hydrabadi', 'Boneless Butter Chicken', 'Veg Biryani', 'Chicken Biryani', 'Chicken Fried Rice', 'Chicken Keema Paratha', 'Dal Fry with Rice', 'Dal Tadka with Rice', 'Dal Makhani with Rice', 'Rajma Masala with Rice', 'Kadhi with Rice', 'Chana Masala with Rice', 'Plain Palak with Rice', 'Matar Paneer with Rice', 'Egg Masala with Rice', 'Egg Curry with Rice', 'Chicken Masala with Rice', 'Chicken Curry with Rice', 'Chicken Punjabi with Rice', 'Butter Chicken with Rice', 'Punjabi Veg Thali', 'Special Punjabi Thali', 'Egg Thali', 'Non Veg Thali', 'Paneer Tikka', 'Gobhi Manchurian', 'Chilli Mushroom', 'Chilli Paneer', 'Paneer Manchurian', 'Mushroom Manchurian', 'Aloo 65', 'Aloo Chilli', 'Babycorn Chilli', 'Babycorn Manchurian', 'Gobhi 65', 'Gobhi Chilli', 'Egg Manchurian', 'Egg Chilly', 'Egg Bhurji', 'Egg Omelette', 'Boiled Egg [2 Eggs]', 'Chicken 65', 'Chilli Chicken', 'Lemon Chicken', 'Garlic Chicken', 'Pepper Chicken', 'Ginger Chicken', 'Chicken Manchurian', 'Chicken Kabab', 'Tandoori Chicken', 'Boneless Chicken Tikka', 'Paneer Tikka Masala', 'Babycorn Masala', 'Kaju Masala', 'Kaju Paneer', 'Matar Paneer Dry', 'Paneer Bhurji', 'Matar Paneer Gravy', 'Babycorn Kadai', 'Malai Kofta', 'Palak Paneer', 'Mashroom Paneer', 'Bengan Ka Bhartha', 'Chana Paneer', 'Paneer Methi Malai', 'Paneer Butter Masala', 'Shahi Paneer', 'Kadai Paneer', 'Paneer Do Pyaza', 'Mushroom Do Pyaza', 'Mushroom Matar', 'Mushroom Masala', 'Kadai Mushroom', 'Veg Kadai', 'Dum Aloo', 'Mix Veg Gravy', 'Mix Veg Dry', 'Matar Methi Malai', 'Plain Palak', 'Aloo Palak', 'Rajma Masala', 'Chana Masala', 'Gobi Masala', 'Chana Dry', 'Aloo Gobi Matar', 'Bhindi Fry', 'Aloo Gobi Gravy', 'Dal Makhani', 'Yellow Dal Tadka', 'Yellow Dal Fry', 'Aloo Jeera', 'Aloo Mutter', 'Aloo Bhindi', 'Veg Makhanwala', 'Veg Kolhapuri', 'Aloo Capsicum Dry', 'Aloo Gobi Dry', 'Aloo Tomato Gravy', 'Gobi Mutter Gravy', 'Aloo Mutter Dry', 'Chana Paneer Dry', 'Egg Masala', 'Egg Curry', 'Special Chicken Rangla Punjab', 'Chicken Masala', 'Chicken Murg Masala', 'Chicken Murg Makhani', 'Chicken Do Pyaza', 'Chicken Hydrabadi', 'Chilly Chicken Gravy', 'Kadai Chicken', 'Chicken Aachari', 'Chicken Punjabi', 'Chicken Curry', 'Handi Chicken', 'Methi Chicken', 'Chicken Tikka Masala', 'Boneless Butter Chicken', 'Tandoori Roti', 'Butter Roti', 'Naan', 'Butter Naan', 'Garlic Naan', 'Kulcha', 'Butter Kulcha', 'Stuffed Kulcha', 'Phulka', 'Butter Phulka', 'Plain Paratha', 'Ajwain Paratha', 'Aloo Paratha', 'Gobhi Paratha', 'Mooli Paratha', 'Onion Paratha', 'Paneer Paratha', 'Mixed Paratha', 'Chicken Keema Paratha', 'Veg Biryani', 'Biryani Rice', 'Jeera Rice', 'Ghee Rice', 'Curd Rice', 'Onion Rice', 'Tomato Rice', 'Plain Rice', 'Egg Biryani', 'Chicken Biryani', 'Veg Fried Rice', 'Mushroom Fried Rice', 'Paneer Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Cucumber Raita', 'Onion Raita', 'Tomato Raita', 'Aloo Raita', 'Mixed Raita', 'Boondi Raita', 'Green Salad', 'Plain Curd [250 ml]', 'Rosted Papad', 'Masala Papad', 'Sweet Lassi', 'Butter Milk', 'Roohafza Lassi', 'Mineral Water [1 litre]']",Dine-out
Deli Chats & Sweets,Yes,No,NEW,0,Bellandur,Quick Bites,"Street Food, Mithai",200,"['Pav Bhaji', 'Kadhi with Rice', 'Dal with Rice', 'Shahi Paneer with 2 Naan', 'Chowmein with Manchurian Gravy', 'Fried Rice with Manchurian Gravy', 'Chowmein with Paneer Chilli Gravy', 'Fried Rice with Paneer Chilli Gravy', 'Special Thali', 'Executive Thali', 'Mini Thali', 'Tandoori Platter', 'Chinese Platter', 'Sweet Corn Soup', 'Hot and Sour Soup', 'Manchow Soup', 'Wanton Soup', 'Achari Paneer Tikka', 'Malai Paneer Tikka', 'Hara Bhara Kabab', 'Tandoori Aloo', 'Mushroom Tikka', 'Gobi Manchurian', 'Manchurian Dry', 'Paneer Chilli Dry', 'Paneer 65', 'Golden Fried Baby Corn', 'Baby Corn Manchurian', 'Honey Chilli Potato', 'Crispy Dragon Mushroom Dry', 'Veg 65', 'Dal Tadka', 'Dal Makhani', 'Chole Masala', 'Rajma Masala', 'Kadhi Pakoda', 'Paneer Butter Masala', 'Shahi Paneer', 'Paneer Mirch Masala', 'Kadai Paneer', 'Paneer Lababdar', 'Paneer Bhurji', 'Paneer Tikka Masala', 'Matar Paneer', 'Paneer Shahi Korma', 'Paneer Methi Malai', 'Methi Malai Matar', 'Kaju Curry', 'Veg Jalfrezi', 'Mixed Veg', 'Veg Kolhapuri', 'Aloo Shimla Mirch', 'Jeera Aloo', 'Dum Aloo', 'Malai Kofta', 'Nargisi Kofta', 'Green Peas Masala', 'Navratan Korma', 'Mushroom Matar', 'Aloo Matar', 'Manchurian Gravy', 'Crispy Dragon Mushroom Gravy', 'Paneer Chilli Gravy', 'Aloo Paratha', 'Gobi Paratha', 'Paneer Paratha', 'Matar Kulcha', 'Malara Kulcha', 'Chola Kulcha', 'Phulka', 'Plain Rice', 'Jeera Rice', 'Veg Pulao', 'Peas Pulao', 'Kashmiri Pulao', 'Garma Garam Rajma Chawal', 'Veg Biryani', 'Fried Rice', 'Schezwan Fried Rice', 'Hakka Noodles', 'Singapore Noodles', 'Schezwan Noodles', 'Chilli Garlic Noodles', 'Chowmein', 'American Chopsuey', '2 Idli Sambar', 'Paper Plain Dosa', 'Paper Masala Dosa', 'Mysore Masala Dosa', 'Rava Onion Dosa', 'Rava Plain Dosa', 'Veg Burger', 'Veg Cheese Burger', 'Plain Sandwich', 'Grilled Sandwich', 'Grilled Cheese Sandwich', 'Samosa', 'Samosa Chaat', 'Aloo Tikki Chaat', 'Paneer Pakoda [6 Pieces]', 'Pav Bhaji', 'Papdi Chaat', 'Samosa Chaat', 'Zhaal Mudi', 'Golgappa', 'Cheese Pav Bhaji', 'Dahi Puri', 'Papdi Chaat', 'Bhel Puri', 'Dahi Puri', 'French Fries', 'Mixed Veg Raita', 'Boondi Raita', 'Green Salad', 'Raita', 'Rice Kheer', 'Buttermilk', 'Sweet Lassi', 'Salted Lassi']",Dine-out
Basaveshwara Khanavali,No,No,3.3 /5,11,Bellandur,Quick Bites,South Indian,150,[],Dine-out
Punjabi Khana,Yes,No,3.1 /5,12,Bellandur,Quick Bites,North Indian,500,"['Paneer Tikka', 'Gobi Manchurian', 'Chilly Paneer', 'Chicken 65', 'Chilly Chicken', 'Garlic Chicken', 'Pepper Chicken', 'Chicken Kabab', 'Tandoori Chicken', 'Boneless Chicken Tikka', 'Paneer Butter Masala', 'Kadai Paneer', 'Yellow Dal Tadka', 'Yellow Dal Fry', 'Chicken Masala', 'Chicken Mughlai', 'Chicken Tikka Masala', 'Butter Chicken', 'Boneless Butter Chicken with 3 Phulka', 'Boneless Butter Chicken with 2 Tandoori Roti', 'Special Veg Combo', 'Special Non Veg Combo', 'Punjabi Veg Thali', 'Special Punjabi Thali', 'Non Veg Thali', 'Veg Biryani', 'Egg Biryani', 'Chicken Fried Rice', 'Dal Makhani with Rice', 'Rajma Masala with Rice', 'Punjab Kadhi with Rice', 'Chana Masala with Rice', 'Plain Palak with Rice', 'Matar Paneer with Rice', 'Dal Fry with Rice', 'Dal Tadka with Rice', 'Dal Makhani with 3 Phulka', 'Rajma Masala with 3 Phulka', 'Punjabi Kadhi with 3 Phulka', 'Chana Masala with 3 Phulka', 'Plain Palak with 3 Phulka', 'Matar Paneer with 3 Phulka', 'Dal Fry with 3 Phulka', 'Dal Tadka with 3 Phulka', 'Dal Makhani with 2 Tandoori Roti', 'Rajma Masala with 2 Tandoori Roti', 'Punjabi Kadhi with 2 Tandoori Roti', 'Chana Masala with 2 Tandoori Roti', 'Plain Palak with 2 Tandoori Roti', 'Matar Paneer with 2 Tandoori Roti', 'Dal Fry with 2 Tandoori Roti', 'Dal Tadka with 2 Tandoori Roti', 'Dal Makhani with 2 Plain Paratha', 'Rajma Masala with 2 Plain Paratha', 'Punjabi Kadhi with 2 Plain Paratha', 'Chana Masala with 2 Plain Paratha', 'Plain Palak with 2 Plain Paratha', 'Matar Paneer with 2 Plain Paratha', 'Dal Fry with 2 Plain Paratha', 'Dal Tadka with 2 Plain Paratha', 'Dal Makhani with Plain Naan', 'Rajma Masala with Plain Naan', 'Punjabi Kadai with Plain Naan', 'Chana Masala with Plain Naan', 'Plain Palak with Plain Naan', 'Matar Paneer with Plain Naan', 'Dal Fry with Plain Naan', 'Dal Tadka with Plain Naan', 'Egg Masala with 3 Phulka', 'Egg Curry with 3 Phulka', 'Egg Masala with 2 Tandoori Roti', 'Egg Curry with 2 Tandoori Roti', 'Egg Masala with 2 Plain Paratha', 'Egg Curry with 2 Plain Paratha', 'Egg Masala with Plain Naan', 'Egg Curry with Plain Naan', 'Chicken Masala with 3 Phulka', 'Chicken Curry with 3 Phulka', 'Chicken Punjabi with 3 Phulka', 'Boneless Butter Chicken with 3 Phulka', 'Chicken Masala with 2 Tandoori Roti', 'Chicken Curry with 2 Tandoori Roti', 'Chicken Punjabi with 2 Tandoori Roti', 'Boneless Butter Chicken with 2 Tandoori Roti', 'Chicken Masala with 2 Plain Paratha', 'Chicken Curry with 2 Plain Paratha', 'Chicken Punjabi with 2 Plain Paratha', 'Boneless Chicken with 2 Plain Paratha', 'Chicken Masala with Plain Naan', 'Chicken Masala with Plain Naan', 'Chicken Punjabi with Plain Naan', 'Boneless Butter Chicken with Plain Naan', 'Special Veg Combo', 'Special Egg Combo', 'Special Non Veg Combo', 'Punjabi Veg Thali', 'Special Punjabi Thali', 'Egg Thali', 'Non Veg Thali', 'Paneer Tikka', 'Gobi Manchurian', 'Chilly Mushroom', 'Chilly Paneer', 'Paneer Manchurian', 'Mushroom Manchurian', 'Aloo Chilly', 'Aloo 65', 'Chilly Baby Corn', 'Baby Corn Manchurian', 'Chilly Gobi', 'Gobi 65', 'Pepper Paneer', 'Pepper Mushroom', 'Pepper Baby Corn', 'Pepeer Aloo', 'Pepper Gobi', 'Egg Manchurian', 'Egg Chilly', 'Egg Omelette', 'Boiled Egg [2 Eggs]', 'Egg Pepper', 'Chicken 65', 'Chilly Chicken', 'Lemon Chicken', 'Garlic Chicken', 'Pepper Chicken', 'Ginger Chicken', 'Chicken Manchurian', 'Chicken Kabab', 'Tandoori Chicken', 'Boneless Chicken Tikka', 'Afghani Chicken', 'Malai Chicken', 'Paneer Tikka Masala', 'Baby Corn Masala', 'Kaju Masala', 'Kaju Paneer', 'Matar Paneer Dry', 'Paneer Bhurji', 'Matar Paneer Gravy', 'Baby Corn Kadai', 'Malai Kofta', 'Palak Paneer', 'Mushroom Paneer', 'Baingan ka Bharta', 'Channa Paneer', 'Paneer Methi Malai', 'Paneer Butter Masala', 'Achari Paneer', 'Green Peas Masala', 'Achari Mushroom', 'Shahi Paneer', 'Kadai Paneer', 'Paneer Do Pyaza', 'Mushroom Do Pyaza', 'Mushroom Matar', 'Mushroom Masala', 'Kadai Mushroom', 'Kadai Vegetable', 'Dum Aloo', 'Mixed Veg Gravy', 'Mixed Veg Dry', 'Matar Methi Malai', 'Plain Palak', 'Aloo Palak', 'Rajma Masala', 'Channa Masala', 'Gobi Masala', 'Channa Dry', 'Aloo Gobi Matar', 'Bhindi Fry', 'Aloo Gobi Gravy', 'Dal Makhani', 'Yellow Dal Tadka', 'Yellow Dal Fry', 'Aloo Jeera', 'Aloo Mutter', 'Aloo Bhindi', 'Veg Makhanwala', 'Veg Kolhapuri', 'Aloo Capsicum Dry', 'Aloo Gobi Dry', 'Aloo Tomato Gravy', 'Gobi Mutter Gravy', 'Aloo Mutter Dry', 'Channa Paneer Dry', 'Baby Corn Achari', 'Aloo Achari', 'Punjabi Kadhi', 'Egg Bhurji', 'Egg Masala', 'Egg Bhurji Masala', 'Egg Curry', 'Special Chicken', 'Chicken Masala', 'Chicken Murg Masala', 'Chicken Murg Makhani', 'Chicken Do Pyaza', 'Chicken Mughlai', 'Chicken Kolhapuri', 'Chicken Shahi', 'Chicken Palak', 'Chicken Murg Makhani', 'Chicken Do Pyaza', 'Chicken Hyderabadi', 'Chilly Chicken Gravy', 'Kadai Chicken', 'Chicken Achari', 'Chicken Punjabi', 'Chicken Curry', 'Chicken Handi', 'Methi Chicken', 'Chicken Tikka Masala', 'Butter Chicken', 'Tandoori Roti', 'Butter Roti', 'Plain Naan', 'Butter Naan', 'Garlic Naan', 'Plain Kulcha', 'Butter Kulcha', 'Amritsari Kulcha', 'Plain Phulka', 'Butter Phulka', 'Plain Paratha', 'Ajwain Paratha', 'Aloo Paratha', 'Gobi Paratha', 'Mooli Paratha', 'Onion Paratha', 'Paneer Paratha', 'Mixed Paratha', 'Chicken Keema Paratha', 'Jeera Rice', 'Ghee Rice', 'Curd Rice', 'Onion Rice', 'Tomato Rice', 'Plain Rice', 'Veg Biryani', 'Egg Biryani', 'Veg Fried Rice', 'Paneer Fried Rice', 'Mushroom Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Cucumber Raita', 'Onion Raita', 'Tomato Raita', 'Aloo Raita', 'Mixed Raita', 'Boondi Raita', 'Green Salad', 'Plain Curd [250 ml]', 'Roasted Papad', 'Masala Papad', 'Sweet Lassi', 'Salt Lassi', 'Mineral Water [1 litre]', 'Rooh Afza Lassi']",Dine-out
Yummy Tummy,Yes,No,2.9 /5,114,Bellandur,Quick Bites,"Rolls, North Indian, Chinese, Biryani",400,"['Paneer Butter Masala', 'Egg Masala', 'Veg Biryani', 'Paneer Biryani', 'Chicken Biryani', 'Veg Chinese Combo', 'Non Veg Indian Combo', 'Non Veg Chinese Combo', 'French Fries', 'Honey Chilly Potato', 'Gobi Manchurian', 'Paneer Chilly', 'Chicken Chilly', 'Chicken Garlic', 'Chicken Manchurian', 'Chicken Lemon', 'Chicken Lollipop', 'Paneer Roll', 'Egg Roll', 'Double Egg Roll', 'Chicken Roll', 'Chicken Kabab Roll', 'Double Egg Chicken Roll', 'Double Egg Double Chicken Roll', 'Veg Fried Rice', 'Chicken Fried Rice', 'Veg Hakka Noodles', 'Veg Schezwan Noodles', 'Chicken Noodles', 'Chicken Schezwan Noodles', 'Veg Indian Combo', 'Veg Chinese Combo', 'Non Veg Indian Combo', 'Non Veg Chinese Combo', 'Veg Sweet Corn Soup', 'Veg Munchow Soup', 'Veg Hot and Sour Soup', 'Veg Pepper Soup', 'Chicken Sweet Corn Soup', 'Chicken Manchow Soup', 'Chicken Hot and Sour Soup', 'Chicken Pepper Soup', 'French Fries', 'Honey Chilly Potato', 'Chilly Potato Flakes', 'Onion Pakoda', 'Veg Manchurian', 'Gobi Pakoda', 'Gobi Manchurian', 'Gobi Chilly', 'Gobi 65', 'Green Peas Fry', 'Mushroom Chilly', 'Mushroom Manchurian', 'Mushroom 65', 'Babycorn Chilly', 'Babycorn Manchurian', 'Babycorn 65', 'Paneer Chilly', 'Paneer Manchurian', 'Paneer Pakoda', 'Paneer Finger', 'Paneer Bhurji', 'Chicken Chilly', 'Chicken Garlic', 'Chicken Manchurian', 'Chicken Lemon', 'Chicken Pepper', 'Chicken 65', 'Chicken Lollipop', 'Chicken Wings', 'Chicken Kabab', 'Chicken Wings Manchurian', 'Dal Fry', 'Dal Tadka', 'Aloo Matar', 'Aloo Achari', 'Aloo Jeera', 'Aloo Gobi Masala', 'Dum Aloo Punjabi', 'Green Peas Masala', 'Mixed Veg', 'Veg Kadai', 'Veg Makhani', 'Veg Kolhapuri', 'Veg Handi', 'Veg Korma', 'Mushroom Masala', 'Mashroom Do Pyaza', 'Mushroom Matar', 'Mushroom Korma', 'Matar Methi Malai', 'Veg Kofta', 'Malai Kofta', 'Paneer Butter Masala', 'Paneer Methi Malai', 'Paneer Lababdar', 'Shahi Paneer', 'Paneer Korma', 'Matar Paneer', 'Palak Paneer', 'Paneer Makhani', 'Kadhai Paneer', 'Egg Curry', 'Egg Masala', 'Egg Bhurji', 'Egg Bhurji Curry', 'Egg Omelette Curry', 'Egg Korma', 'Egg Dal Tadka', 'Chicken Tawa', 'Rara Chicken', 'Punjabi Chicken Tadka', 'Chicken Kali Mirch', 'Chicken Makhani', 'Palak Chicken', 'Chicken Bhuna', 'Chicken Kolhapuri', 'Chicken Do Pyaza', 'Kadai Chicken', 'Chicken Korma', 'Chicken Maharaja', 'Chicken Keema Masala', 'Butter Chicken', 'Tawa Roti', 'Butter Tawa Roti', 'Triangle Paratha', 'Lachha Paratha', 'Aloo Paratha', 'Onion Paratha', 'Gobi Paratha', 'Pudina Paratha', 'Methi Paratha', 'Mixed Veg Paratha', 'Mushroom Paratha', 'Paneer Paratha', 'Egg Paratha', 'Chicken Paratha', 'Steamed Rice', 'Curd Rice', 'Jeera Rice', 'Ghee Rice', 'Peas Pulao', 'Veg Biryani', 'Mushroom Biryani', 'Paneer Biryani', 'Egg Biryani', 'Chicken Biryani', 'Veg Fried Rice', 'Gobi Fried Rice', 'Veg Schezwan Fried Rice', 'Mushroom Fried Rice', 'Paneer Fried Rice', 'Paneer Schezwan Fried Rice', 'Mixed Veg Fried Rice', 'Veg Singapori Fried Rice', 'Tripple Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Chicken Schezwan Fried Rice', 'Non Veg Mixed Fried Rice', 'Veg Noodles', 'Veg Hakka Noodles', 'Veg Schezwan Noodles', 'Veg Amerian Noodles', 'Mixed Veg Noodles', 'Veg Singapori Noodles', 'Paneer Noodles', 'Mushroom Noodles', 'Egg Noodles', 'Chicken Noodles', 'Chicken Hakka Noodles', 'Chicken American Noodles', 'Chicken Schezwan Noodles', 'Chicken Singapori Noodles', 'Non Veg Mixed Noodles', 'Vegetable Roll', 'Mushroom Roll', 'Paneer Roll', 'Egg Roll', 'Double Egg Roll', 'Chicken Roll', 'Chicken Kabab Roll', 'Double Egg Chicken Roll', 'Double Egg Double Chicken Roll', 'Special Yummy Tummy Roll', 'Egg Pakoda', 'Egg Chilly', 'Egg Manchurian', 'Egg Omelette', 'Green Salad', 'Cucumber Curd Raita', 'Fresh Butter Milk', 'Sweet Lassi', 'Salt Lassi', 'Sweet Soda', 'Salt Soda', 'Masala Cold Beverages', 'Fresh Lime Juice', 'Cola [200 ml]', 'Sprite [200 ml]', 'Mineral Water [1 litre]']",Dine-out
Meghana Biryani,Yes,No,2.3 /5,240,Bellandur,Casual Dining,North Indian,800,[],Dine-out
Hyderabadi Bawarchi Biriyani,Yes,No,3.4 /5,4,Bellandur,Casual Dining,Biryani,450,"['Chicken Pepper Dry', 'Paneer Biryani', 'Egg Biryani', 'Boneless Chicken Biryanix', 'Chicken Biryani', 'Chicken Lollipop Biryani', 'Chicken Biryani Family Pack', 'Mutton Biryani', 'Mughlai Special Biryani', 'Gobi Manchurian', 'Chilli Gobi', 'Baby Corn Manchurian', 'Chilli Baby Corn', 'Mushroom Manchurian', 'Mushroom Pepper Dry', 'Baby Corn Pepper Dry', 'Gobi Pepper Dry', 'Paneer Manchurian', 'Paneer Chilli', 'Paneer 65', 'Egg Chilli', 'Egg 65', 'Egg Pepper', 'Boneless Chilli Chicken', 'Chicken Pepper Dry', 'Chicken Manchurian', 'Chicken Lollipop', 'Lemon Chicken Dry', 'Chicken 65', 'Chicken Kebab', 'Chicken Sholay Kebab', 'Chicken Maharaja', 'Mutton Ghee Roast', 'Mutton Pepper Dry', 'Mutton Fry', 'Fish Manchurian', 'Fish 65', 'Fish Pepper Dry', 'Chilli Fish', 'Apollo Fish', 'Fish Manchurian', 'Prawns Chilli', 'Prawns Pepper Dry', 'Prawns 65', 'Prawns Manchurian', 'Paneer Butter Masala', 'Kadhai Paneer', 'Mushroom Masala', 'Kadhai Mushroom', 'Egg Masala', 'Boneless Butter Chicken', 'Boneless Kadhai Chicken', 'Kadhai Mutton', 'Mutton Masala', 'Ghee Rice', 'Jeera Rice', 'Curd Rice', 'Mushroom Biryani', 'Paneer Biryani', 'Egg Biryani', 'Boneless Chicken Biryanix', 'Chicken Biryani', 'Chicken Lollipop Biryani', 'Chicken Biryani Family Pack', 'Mutton Biryani', 'Fish Biryani', 'Prawns Biryani', 'Mughlai Special Biryani', 'Ghee Roast Biryani']",Dine-out
THE RIG,No,Yes,4.3 /5,1764,Sarjapur Road,"Microbrewery, Casual Dining","Continental, Finger Food, Pizza","1,500",[],Drinks & nightlife
Tipsy Bull - The Bar Exchange,Yes,Yes,4.4 /5,2232,Bellandur,"Bar, Casual Dining","North Indian, Chinese, Continental, Mexican","1,400","['Murg Malai Tikka Tossed in Garlic Cheese Cream Sauce', 'All Time Favourite Tandoori Chicken', 'Grilled Fish with Garlic Mash Potato and Buttered Veg with Lemon Butter Sauce', 'Goan Fish Curry with Steamed Rice', 'Traders Chicken Biryani', 'Cottage Cheese Steak with Pesto Rice and Buttered Vegetables', 'Paneer Shimla Mirch wiith Tandoori Lachha Paratha', 'Traditional Rajma Chawal', 'Veg Thai Curry with Lemongrass and Coriander Rice', 'Assorted Veggies in Schezwan Sauce with Lemongrass and Coriander Rice', 'Assorted Veggies in Hot Garlic Sauce with Lemongrass and Coriander Rice', 'Assorted Veggies in Manchurian Sauce with Lemongrass and Coriander Rice', 'Assorted Veggies in Oriental Sauce with Lemongrass and Coriander Rice', 'Chicken Thai Curry with Lemongrass and Coriander Rice', 'Assorted Chicken in Schezwan Sauce with Lemongrass and Coriander Rice', 'Assorted Chicken in Hot Garlic Sauce with Lemongrass and Coriander Rice', 'Assorted Chicken in Manchurian Sauce with Lemongrass and Coriander Rice', 'Assorted Chicken in Oriental Sauce with Lemongrass and Coriander Rice', 'Manae Style Chicken Curry with Set Dosa', 'Guntur Chicken with Coin Paratha', 'Grilled Chicken with Garlic Mash Potato and Sauteed Veg with Mushroom Sauce', 'Grill Chicken with Garlic Mash Potato and Sauteed Veg with Red Wine Sauce', 'Grill Chicken with Garlic Mash Potato and Sauteed Veg with Pepper Sauce', 'Mutton Rogan Josh with Tandoori Laccha Paratha', 'Five Spice Lamb Balls with Butter Spaghetti', 'Grilled Fish with Garlic Mash Potato and Buttered Veg with Lemon Butter Sauce', 'Grilled Fish with Garlic Mash Potato and Buttered Veg with Pesto Sauce', 'Grilled Fish with Garlic Mash Potato and Buttered Veg with Creamy Mustard Sauce', 'Goan Fish Curry with Steamed Rice', 'Smoked Prawns Makhani on a Bed of Vegetable Kichadi', 'Traditional Green Salad', 'Veg Bluechip Caesar Salad', 'Veg Tipsy Bull House Special Salad', 'Chicken Bluechip Caesar Salad', 'Smoked Chicken Orange Salad', 'Chicken Tipsy Bull House Special Salad', 'Prawn Tipsy Bull House Special Salad', 'Cheesy Tandoori Broccoli', 'Murg Tikka', 'Murg Malai Tikka Tossed in Garlic Cheese Cream Sauce', 'All Time Favourite Tandoori Chicken', 'Mutton Kakori Seekh', 'The Bull Run Grill Pork Chops French Style', 'The Bull Run Grill Pork Chops Oriental Style', 'Haute Coin Idli Tossed in Schezwan Sauce', 'Smelting Mushroom Pepper and Cheese Roll', 'Classic Bruschetta with Tomato Basil and Cheese', 'Classic Bruschetta with Warm Olives and Cheese', 'Tangra Chilli Paneer', 'Crumbly Paneer Sticks', 'Amritsari Chana and Kulcha Platter', 'Jalapenos Cheese Bombs', 'Gobi Sensex', 'Shanghai Stock Exchange Soya Chunks', 'Bullish Sesame Baby Corn', 'Baby Corn Cheese Pepper Sticks', 'Fiery Vegetables Skewers', 'Chargrilled Mushroom', 'Paneer Skewers in Cajun Spice', 'Wall Street Moroccan Eggs', 'Stock Market Grilled Chicken Wings Seasoned with Sticky Rum', 'Stock Market Grilled Chicken Wings Seasoned with BBQ Sauce', 'Stock Market Grilled Chicken Wings Seasoned with Peri Peri Sauce', 'Lemon Mint Chicken Poppers Served with Mint Mayo Sauce', 'Our Traditional Kodi Kabab', 'Nutty Fried Chicken', 'Bullish Chicken Satay', ""Shetty's Ghee Roasted Chicken"", 'Tossed Fiery Pudina Chicken', 'Spicy Orange Chicken Chilli', 'Basil Chicken Kebab Skewers', 'Fiery Dynamite Chicken', 'Fried Peri Peri Calamari', 'Mutton Pepper Fry', 'Mutton Chops with Mint Sauce', 'Shareholders Favourite Crumbed Fried Fish', 'The Blue Chip Herb Crush Baked Fish', 'Bacon Wrapped Prawns', 'Prawns Pepper Fry', 'Spiced Oregano Chilli Garlic Prawns', 'Traders Coconut Crumbed Fried Prawns', 'Traders Chicken Biryani', 'Nasi Goreng Rice', 'Classic Margarita Pizza', 'Roasted Bell Pepper Pizza', 'Aloo Chaat Pizza', 'Veg Hawaiian Pizza', 'Masala Paneer Pizza', 'Chilli Chicken Pizza', 'Butter Chicken Pizza', 'Peri Peri Chicken Pizza', 'Pork Pepperoni Pizza', 'Veg Tomato Basil Pasta', 'Veg Cheese and Nuts Pasta', 'Veg Pesto Sauce Pasta', 'Roasted Lasagna Vegetables Pasta', 'Anda Keema Matar Pasta', 'Chicken Tomato Basil Pasta', 'Chicken Cheese and Nuts Pasta', 'Chicken Pesto Sauce Pasta', 'Masala Mumbai Aloo Sandwich', 'Murgh Tikka Sandwich', 'Kacchi Dabeli Pav', 'Anda Bhurji Pav', 'Keema Pav', 'Khas Bhune Bhutte', 'Onion Pakoda', 'Pineapple off the Grill with Cherry and Cheese', 'Nutty Crackling Spinach', 'Plain Bearish Potato Wedges', 'Masala Bearish Potato Wedges', 'Veg Nachos', 'Chicken Nachos', 'Tispy House Special Mustard Sauce Sausages', 'Tispy House Special Chilli Garlic Sauce Sausages', 'Tispy House Special Wrapped with Bacon Sausages', 'Nutella Walnut Brownie', 'Tipsy Bull House Special Mud Pie']",Drinks & nightlife
Vapour Brewpub and Diner,No,Yes,4.5 /5,2878,Sarjapur Road,"Microbrewery, Pub","North Indian, Continental, Italian","1,400",[],Drinks & nightlife
Byg Brewski Brewing Company,Yes,Yes,4.9 /5,16832,Sarjapur Road,Microbrewery,"Continental, North Indian, Italian, South Indian, Finger Food","1,600",[],Drinks & nightlife
